label,orbital_period,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,planet_radius,planet_radius_err1,planet_radius_err2,equi_temp,stellar_temp,stellar_temp_err1,stellar_temp_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2
1.0,20.708504,2.236524,0.274134,-0.274134,1657.067907,446.14713,-446.14713,3.751004,1.518233,-1.518233,535.9397866,4111.0,171.0,-171.0,0.701202,0.152166,-0.152166
1.0,9.9616347,2.4648052,0.39347,-0.39347,1084.4327062,94.1892,-94.1892,2.2807327,0.9848358,-0.9848358,551.2319188,4111.0,171.0,-171.0,0.660806,0.0596206,-0.0596206
1.0,3.2384253,1.9941055,0.3307548,-0.3307548,532.7580623,69.12007,-69.12007,1.5148369,1.6900105,-1.6900105,801.6779386,4111.0,171.0,-171.0,0.660806,0.0596206,-0.0596206
1.0,15.2321843,2.5318138,0.4786721,-0.4786721,1228.5332287,142.37302,-142.37302,2.6196767,0.6747493,-0.6747493,225.1300261,4111.0,171.0,-171.0,0.660806,0.0596206,-0.0596206
1.0,1.7063264,1.359,0.056,-0.056,10980.0,1.80935,-1.80935,10.1999,0.689338,-0.689338,1091.0,4974.0,130.639,-130.639,0.9,0.06,-0.06
1.0,2.9720774,4.41,0.16,-0.16,6440.0,2.16409,-2.16409,15.6498,0.946034,-0.946034,1848.0,6101.12,142.809,-142.809,1.95,0.11,-0.11
1.0,4.9877056,2.2769107,0.1542422,-0.1542422,1192.3398198,63.814247,-63.814247,2.4703077,0.3998005,-0.3998005,697.8376698,4336.0,121.303,-121.303,0.668693,0.0560352,-0.0560352
1.0,1.8290294,1.6679098,0.1295507,-0.1295507,704.8493933,52.384716,-52.384716,2.1268375,0.2407967,-0.2407967,974.9472494,4336.0,121.303,-121.303,0.668693,0.0560352,-0.0560352
0.0,9.573548,2.036,0.288,-0.288,2788.0,1808.04,-1808.04,15.6118,2.45677,-2.45677,1135.0,6505.0,129.6,-129.6,1.83,0.08,-0.08
0.0,5.34326,1.426,0.096,-0.096,6980.0,3.43158,-3.43158,10.4171,0.594114,-0.594114,751.0,5776.0,131.0,-131.0,1.26,0.06,-0.06
1.0,3.2087149,1.639,0.112,-0.112,1960.0,90.4639,-90.4639,12.3921,0.5772,-0.5772,1287.0,5971.4,110.4,-110.4,2.26,0.1,-0.1
1.0,4.1374379,1.8454937,0.118628,-0.118628,1125.5354645,32.49457,-32.49457,2.6757659,0.701669,-0.701669,918.6796864,5058.0,181.0,-181.0,0.802633,0.0479623,-0.0479623
1.0,55.087,5.709,0.735,-0.735,2509.0,91.5469,-91.5469,4.36639,0.243913,-0.243913,562.0,5175.0,51.9,-51.9,0.87,0.04,-0.04
1.0,8.7655468,4.0264463,0.3263525,-0.3263525,572.6986983,32.282974,-32.282974,3.3302665,0.5798505,-0.5798505,992.0587214,5707.0,115.695,-115.695,1.29921,0.0613468,-0.0613468
0.0,2.7917911,1.4664254,0.2579347,-0.2579347,1018.9771433,175.08829,-175.08829,6.0002066,14.255544,-14.255544,1435.6065273,6071.0,120.4,-120.4,1.16271,0.0536282,-0.0536282
1.0,2.6438856,0.9689289,0.0148794,-0.0148794,6404.7051471,64.446434,-64.446434,3.812114,0.1189198,-0.1189198,594.0533593,3456.0,157.0,-157.0,0.425432,0.0125187,-0.0125187
1.0,3.6451549,2.055,0.163,-0.163,780.0,0.628693,-0.628693,2.99324,0.165456,-0.165456,1143.0,5922.0,120.4,-120.4,1.05,0.05,-0.05
1.0,1.0376109,1.588,0.273,-0.273,210.0,0.706273,-0.706273,1.53671,0.120057,-0.120057,1926.0,5922.0,120.4,-120.4,1.05,0.05,-0.05
1.0,8.0214735,3.2087652,0.6931132,-0.6931132,882.3089291,67.50628,-67.50628,2.3381058,2.054148,-2.054148,737.0887807,5165.2,103.5,-103.5,0.784618,0.0392965,-0.0392965
1.0,0.4378083,1.1404291,0.1425868,-0.1425868,290.8856184,25.678078,-25.678078,1.374002,1.1048404,-1.1048404,1943.1657306,5165.2,103.5,-103.5,0.784618,0.0392965,-0.0392965
1.0,7.093853,2.5107626,0.8120722,-0.8120722,284.2381135,46.032337,-46.032337,1.6277147,3.3778024,-3.3778024,911.9619079,5690.0,122.747,-122.747,0.956941,0.0464397,-0.0464397
1.0,4.1244833,3.567,0.074,-0.074,9590.0,1.24726,-1.24726,12.4249,0.670575,-0.670575,1289.0,5634.0,125.032,-125.032,1.26,0.07,-0.07
1.0,10.6439385,2.713,0.385,-0.385,1240.0,2.21031,-2.21031,1.98891,0.107449,-0.107449,504.0,3815.0,157.0,-157.0,0.55,0.02,-0.02
1.0,15.1512051,2.3438166,0.4573348,-0.4573348,4955.304292,547.35736,-547.35736,2.8411799,0.830512,-0.830512,308.7009384,3272.0,157.0,-157.0,0.401575,0.0119287,-0.0119287
1.0,0.54937,0.883,0.242,-0.242,370.0,1.62646,-1.62646,1.53904,0.139876,-0.139876,1706.0,4612.99,99.6652,-99.6652,0.74,0.05,-0.05
0.0,2.1075001,1.9093483,0.0944342,-0.0944342,4256.1743008,186.66696,-186.66696,11.7706128,0.8820462,-0.8820462,1896.6316071,6351.66,143.862,-143.862,1.59204,0.108061,-0.108061
1.0,4.6170519,3.555,0.226,-0.226,12210.0,2.86261,-2.86261,12.4681,0.680313,-0.680313,1281.0,5797.0,121.229,-121.229,1.11,0.06,-0.06
1.0,4.5320502,2.3754425,0.0422327,-0.0422327,7874.5852788,93.59567,-93.59567,7.0590799,0.5248592,-0.5248592,850.9218562,4983.0,180.0,-180.0,0.805573,0.0550251,-0.0550251
1.0,1.3273482,2.083,0.065,-0.065,18850.0,0.448136,-0.448136,15.4709,0.750927,-0.750927,1697.0,5555.05,115.611,-115.611,1.07,0.05,-0.05
1.0,3.7130701,1.654,0.046,-0.046,19610.0,3.30322,-3.30322,11.7215,0.817683,-0.817683,762.0,4719.0,120.376,-120.376,0.81,0.06,-0.06
0.0,0.798,0.679,0.27,-0.27,190.0,5.01007,-5.01007,2.95586,0.469302,-0.469302,1525.0,6194.2,220.2,-220.2,1.84,0.08,-0.08
0.0,2.555332,5.14,0.018,-0.018,6550.0,0.0361902,-0.0361902,20.5128,0.940547,-0.940547,2259.0,6454.0,121.9,-121.9,2.48,0.11,-0.11
1.0,4.860673,2.632,0.36,-0.36,6140.0,3.15035,-3.15035,11.4272,0.5893,-0.5893,1151.0,5778.2,106.3,-106.3,1.4,0.06,-0.06
1.0,9.4893231,2.757,0.194,-0.194,940.0,0.598519,-0.598519,2.4304,0.147205,-0.147205,708.0,5120.0,112.4,-112.4,0.77,0.04,-0.04
1.0,38.8135498,5.944,0.61,-0.61,9593.0,307.406,-307.406,8.20695,0.564151,-0.564151,486.0,4760.0,117.2,-117.2,0.82,0.05,-0.05
1.0,22.8085719,3.847,0.26,-0.26,977.0,30.2312,-30.2312,2.45459,0.154326,-0.154326,544.0,5182.0,127.3,-127.3,0.82,0.05,-0.05
1.0,4.1419805,2.3809654,0.0112155,-0.0112155,10130.9411804,39.502014,-39.502014,12.9812632,0.6613404,-0.6613404,1182.988488,5418.3,109.0,-109.0,1.15614,0.058794,-0.058794
1.0,1.467119,1.0069313,0.1084921,-0.1084921,1550.632368,46.27417,-46.27417,1.3241394,0.3301907,-0.3301907,639.3631768,3297.0,157.0,-157.0,0.331472,0.0098315,-0.0098315
1.0,9.0941239,4.389,0.15,-0.15,2570.0,0.188625,-0.188625,8.09838,0.410657,-0.410657,1020.0,5759.8,165.5,-165.5,1.56,0.08,-0.08
0.0,3.4307565,3.1443388,0.0143825,-0.0143825,9664.2985634,56.35966,-56.35966,29.7749124,1.3656207,-1.3656207,2139.9713716,6270.0,196.0,-196.0,2.72192,0.124462,-0.124462
0.0,9.7815625,3.736,0.316,-0.316,20040.0,7.51099,-7.51099,18.205,0.838453,-0.838453,1079.0,6327.16,117.066,-117.066,1.21,0.05,-0.05
1.0,3.6935997,4.466185,0.0218202,-0.0218202,8580.4318905,44.036106,-44.036106,17.0086591,0.9107161,-0.9107161,1622.8246189,6097.47,137.577,-137.577,1.78076,0.0949749,-0.0949749
1.0,20.3807824,6.6590149,0.0683726,-0.0683726,2371.5221505,26.712173,-26.712173,8.2227994,0.3622537,-0.3622537,897.7592727,6351.0,118.9,-118.9,1.61988,0.0676734,-0.0676734
0.0,1.7727505,1.519,0.532,-0.532,243.0,25.6082,-25.6082,2.73549,0.187474,-0.187474,2058.0,6351.0,118.9,-118.9,1.62,0.07,-0.07
1.0,2.1747062,2.846111,0.0274064,-0.0274064,11173.1929564,135.44063,-135.44063,14.231871,0.7647216,-0.7647216,1618.6367047,6046.76,142.639,-142.639,1.2561899,0.0667387,-0.0667387
0.0,4.8170684,3.1822663,0.0035939,-0.0035939,23137.3629965,31.129509,-31.129509,24.4342674,1.0329372,-1.0329372,1416.8065929,6380.0,197.0,-197.0,1.44956,0.0612664,-0.0612664
1.0,7.8456075,5.892,0.521,-0.521,7020.0,1.38932,-1.38932,14.2866,0.615803,-0.615803,1442.0,6266.0,104.702,-104.702,1.65,0.07,-0.07
1.0,4.3011975,2.982,0.064,-0.064,22050.0,2.5858,-2.5858,15.3684,1.05306,-1.05306,1027.0,5115.16,138.182,-138.182,1.03,0.07,-0.07
1.0,9.5739531,4.172,0.479,-0.479,3170.0,0.502035,-0.502035,12.4956,0.586497,-0.586497,1208.0,6115.0,119.063,-119.063,2.05,0.09,-0.09
0.0,9.1469122,4.618497,0.1205686,-0.1205686,8770.0961182,206.0101,-206.0101,12.7002634,0.6583673,-0.6583673,999.320223,5954.0,124.6,-124.6,1.2752,0.0605402,-0.0605402
1.0,3.2130578,2.169,0.035,-0.035,22530.0,0.808113,-0.808113,11.0975,0.77922,-0.77922,918.0,4652.87,115.904,-115.904,0.7,0.05,-0.05
1.0,3.9306746,1.4305142,0.1588359,-0.1588359,1637.1984269,85.50518,-85.50518,1.7902006,0.2476961,-0.2476961,523.4432264,3512.0,157.0,-157.0,0.411452,0.0121252,-0.0121252
1.0,35.4557945,3.867,0.659,-0.659,9890.0,20.4331,-20.4331,8.9807,0.695996,-0.695996,485.0,5076.0,127.7,-127.7,0.83,0.05,-0.05
0.0,5.4809161,5.031,0.648,-0.648,2770.0,1.72638,-1.72638,8.64837,0.48336,-0.48336,1507.0,5923.0,127.2,-127.2,1.62,0.08,-0.08
1.0,0.9414525,2.05,0.036,-0.036,11445.0,260.648,-260.648,15.342,0.801605,-0.801605,2251.0,6400.0,,,1.35,0.07,-0.07
1.0,1.2436239,1.211,0.206,-0.206,1790.0,3.81382,-3.81382,3.89334,0.284458,-0.284458,1272.0,4968.8,107.5,-107.5,0.84,0.05,-0.05
1.0,1.3641482,0.952,0.052,-0.052,7820.0,1902.16,-1902.16,19.5876,5.28743,-5.28743,1505.0,5347.0,121.0,-121.0,1.08,0.06,-0.06
0.0,197.0336254,7.338,0.219,-0.219,11900.0,0.467556,-0.467556,12.0713,0.58185,-0.58185,316.0,5616.4,135.1,-135.1,1.0,0.05,-0.05
1.0,63.4839358,5.457,0.638,-0.638,5357.0,139.844,-139.844,11.1495,0.511611,-0.511611,615.0,6415.0,131.3,-131.3,1.4,0.06,-0.06
1.0,35.6134391,3.512,0.737,-0.737,1575.0,80.9712,-80.9712,3.12194,0.291907,-0.291907,505.0,4628.53,91.9226,-91.9226,0.71,0.06,-0.06
1.0,7.7897726,2.376,0.744,-0.744,194.0,19.6709,-19.6709,1.00084,0.107854,-0.107854,966.0,4628.53,91.9226,-91.9226,0.71,0.06,-0.06
1.0,1.0662082,1.142,0.138,-0.138,151.0,8.97283,-8.97283,1.0883,0.0625888,-0.0625888,1515.0,5668.0,104.7,-104.7,0.93,0.04,-0.04
1.0,5.6442112,2.980996,0.0484349,-0.0484349,4136.2010063,55.54282,-55.54282,11.4462895,0.5574402,-0.5574402,1379.0312841,6310.0,141.7,-141.7,1.63591,0.0772688,-0.0772688
0.0,1.42611,1.788,0.112,-0.112,1890.0,195.734,-195.734,9.21032,2.0725,-2.0725,2877.0,6404.0,125.9,-125.9,1.32,0.06,-0.06
1.0,1.6453265,2.59,0.011,-0.011,19310.0,0.137604,-0.137604,19.0536,0.849766,-0.849766,1818.0,6023.0,120.7,-120.7,1.32,0.06,-0.06
0.0,18.10671,4.562,0.514,-0.514,10340.0,82.9463,-82.9463,19.3734,1.90146,-1.90146,1047.0,6615.0,132.5,-132.5,1.65,0.08,-0.08
0.0,3.40612,1.714,0.617,-0.617,1740.0,75.9188,-75.9188,8.60495,1.64429,-1.64429,1560.0,5955.3,102.7,-102.7,1.67,0.08,-0.08
0.0,3.801591,2.752,0.04,-0.04,18950.0,0.984908,-0.984908,14.4297,0.657427,-0.657427,1242.0,6051.0,127.3,-127.3,1.01,0.05,-0.05
0.0,1.1203828,1.665,0.304,-0.304,1901.0,106.0,-106.0,5.96207,0.339687,-0.339687,2267.0,6564.4,178.0,-178.0,1.47,0.06,-0.06
1.0,4.5063838,2.0392007,0.1765048,-0.1765048,12522.9613662,602.1286,-602.1286,5.5521734,0.5160709,-0.5160709,524.924579,3477.0,157.0,-157.0,0.493576,0.0149633,-0.0149633
1.0,6.5440665,3.777,0.096,-0.096,6060.0,0.506475,-0.506475,14.1513,0.65761,-0.65761,1176.0,6232.0,123.2,-123.2,1.76,0.08,-0.08
0.0,5.547485,5.412,0.242,-0.242,3350.0,1.43696,-1.43696,11.48,0.43171,-0.43171,2122.0,7397.0,237.3,-237.3,2.04,0.06,-0.06
0.0,48.5340395,6.661,0.033,-0.033,62170.0,0.995212,-0.995212,26.827,1.24227,-1.24227,144.0,5937.0,142.24,-142.24,1.03,0.05,-0.05
0.0,48.5338626,6.137,0.59,-0.59,4730.0,3.1286,-3.1286,7.9008,0.415699,-0.415699,341.0,5937.0,142.24,-142.24,1.03,0.05,-0.05
1.0,45.5221456,4.3839392,0.0415654,-0.0415654,3028.5453279,26.94963,-26.94963,9.7055757,0.4855426,-0.4855426,681.5974916,6303.91,141.811,-141.811,1.61034,0.079598,-0.079598
1.0,29.0902271,4.6769826,0.1087643,-0.1087643,37562.3332736,656.51215,-656.51215,12.1826517,0.412919,-0.412919,323.8830195,3854.0,157.0,-157.0,0.617863,0.0181815,-0.0181815
1.0,10.0205998,5.7591694,0.0248162,-0.0248162,8218.1442865,36.541595,-36.541595,11.7679183,0.5424184,-0.5424184,972.9644217,6038.0,,,1.27527,0.0584674,-0.0584674
1.0,3.0566277,2.3926375,0.085658,-0.085658,12517.5203529,335.84195,-335.84195,12.5182693,0.311359,-0.311359,1265.7755651,5735.0,122.0,-122.0,1.03865,,
1.0,1.3666563,1.967,0.056,-0.056,21070.0,2.25504,-2.25504,15.437,,,1676.0,5790.4,89.4,-89.4,1.02,,
1.0,1.6091845,1.63,0.136,-0.136,13450.0,9.03782,-9.03782,16.7675,,,1587.0,6393.0,122.0,-122.0,1.43,,
1.0,3.8404319,5.242,0.229,-0.229,3580.0,0.518387,-0.518387,12.3434,0.592897,-0.592897,1761.0,5909.0,61.2,-61.2,2.04,0.09,-0.09
1.0,4.3247708,4.267,0.158,-0.158,6380.0,0.972063,-0.972063,17.0257,0.853523,-0.853523,1597.0,6457.0,134.1,-134.1,2.13,0.1,-0.1
1.0,5.72226,2.648,0.03,-0.03,25549.0,1.30739,-1.30739,12.8433,0.928107,-0.928107,687.0,4233.2,164.2,-164.2,0.73,0.05,-0.05
1.0,9.6246665,4.297,0.316,-0.316,10230.0,2.72051,-2.72051,12.3182,0.681292,-0.681292,925.0,5473.0,123.4,-123.4,1.2,0.06,-0.06
1.0,5.4774433,5.277,0.039,-0.039,9010.0,0.165807,-0.165807,20.3433,0.98964,-0.98964,1735.0,6942.0,195.8,-195.8,2.09,0.1,-0.1
1.0,3.65688,3.542,0.138,-0.138,7040.0,2.33649,-2.33649,12.8031,0.709584,-0.709584,1527.0,6239.0,126.7,-126.7,1.53,0.08,-0.08
1.0,4.1536624,1.702,0.151,-0.151,12310.0,5.14588,-5.14588,12.7595,0.652224,-0.652224,1138.0,5818.8,409.4,-409.4,1.09,0.05,-0.05
1.0,8.1587261,4.288,0.172,-0.172,15337.0,160.266,-160.266,12.7393,0.745852,-0.745852,1059.0,5600.0,,,1.0,0.06,-0.06
1.0,5.4161129,3.385,0.092,-0.092,14310.0,4.59249,-4.59249,13.3752,,,1087.0,5652.0,122.0,-122.0,1.1,,
1.0,7.8181434,4.98,0.429,-0.429,3650.0,3.05663,-3.05663,9.95177,0.589713,-0.589713,1125.0,5549.0,123.1,-123.1,1.64,0.08,-0.08
1.0,5.4053583,4.859,0.118,-0.118,6770.0,0.487159,-0.487159,13.4237,0.628467,-0.628467,1507.0,6410.0,128.8,-128.8,1.59,0.07,-0.07
1.0,3.3489038,3.3546298,0.0502867,-0.0502867,10987.1747675,135.40771,-135.40771,13.011038,0.6761063,-0.6761063,1330.3337928,5711.0,124.0,-124.0,1.2295901,0.0607839,-0.0607839
1.0,4.1933422,1.8220996,0.174744,-0.174744,4804.157266,196.71211,-196.71211,11.5425702,1.4339011,-1.4339011,1531.5517841,6405.0,128.2,-128.2,1.6277601,0.0730402,-0.0730402
1.0,2.2920348,3.1812507,0.0881116,-0.0881116,10585.2906021,207.89972,-207.89972,13.2497142,0.346368,-0.346368,1622.3537935,6208.0,122.0,-122.0,1.26526,,
1.0,1.888231,3.6693894,0.120839,-0.120839,4358.3260875,97.941025,-97.941025,14.4776426,0.9534359,-0.9534359,2800.5022616,8549.0,152.1,-152.1,2.12128,0.118809,-0.118809
1.0,1.82069,3.049,0.118,-0.118,12340.0,2.69921,-2.69921,15.6593,0.791515,-0.791515,1958.0,6155.0,132.9,-132.9,1.35,0.07,-0.07
0.0,3.39829,2.634,0.407,-0.407,4340.0,15.7058,-15.7058,7.06633,0.581413,-0.581413,1413.0,6271.0,133.8,-133.8,1.09,0.05,-0.05
1.0,4.2337078,2.008,0.133,-0.133,7690.0,825.43,-825.43,19.6222,4.72969,-4.72969,1491.0,6333.7,125.3,-125.3,1.46,0.08,-0.08
1.0,3.9227122,2.555,0.138,-0.138,11953.0,124.583,-124.583,7.23153,0.475318,-0.475318,1091.0,4800.0,,,0.64,0.04,-0.04
1.0,2.5441537,2.128,0.217,-0.217,6780.0,7.67643,-7.67643,10.5577,,,1301.0,5652.0,122.0,-122.0,1.31,,
1.0,5.17958,4.524,0.166,-0.166,7620.0,2.24479,-2.24479,14.829,0.819083,-0.819083,1416.0,6116.0,124.8,-124.8,1.65,0.09,-0.09
1.0,4.5768651,3.5592795,0.1493002,-0.1493002,10869.4903086,517.9199,-517.9199,19.1571223,1.9461098,-1.9461098,1599.5559785,6687.0,136.3,-136.3,1.78295,0.166623,-0.166623
1.0,4.2042078,2.124,0.334,-0.334,12080.0,28.1462,-28.1462,12.1025,0.809459,-0.809459,1210.0,6781.0,133.6,-133.6,1.07,0.05,-0.05
1.0,2.8240691,3.808,0.013,-0.013,8970.0,0.0125358,-0.0125358,17.7861,0.566327,-0.566327,2332.0,8004.2,205.1,-205.1,1.84,0.06,-0.06
1.0,2.3447752,1.814,0.044,-0.044,15340.0,2.49835,-2.49835,13.4487,0.743905,-0.743905,1178.0,5515.0,133.4,-133.4,1.04,0.06,-0.06
1.0,1.3372349,1.7026098,0.6273478,-0.6273478,1226.6760556,125.75308,-125.75308,3.0265786,3.7305796,-3.7305796,1391.8701134,5111.9,121.9,-121.9,0.860256,0.050804,-0.050804
1.0,4.1117731,2.1575648,0.024154,-0.024154,22017.8853537,292.72113,-292.72113,15.4112805,0.7490635,-0.7490635,1032.6277308,5424.8,104.8,-104.8,0.916164,0.0434171,-0.0434171
1.0,2.278575,2.159825,0.0582632,-0.0582632,13638.9588751,271.81192,-271.81192,14.7731999,1.1305058,-1.1305058,1346.0744113,4879.0,4879.8,-4879.8,1.21163,0.0878214,-0.0878214
1.0,3.8537616,3.392,0.136,-0.136,18650.0,3.75954,-3.75954,14.7144,,,1298.0,5697.0,122.0,-122.0,1.06,,
1.0,0.7920646,0.466,0.108,-0.108,1464.0,4471.23,-4471.23,12.9674,,,1571.0,5422.0,185.0,-185.0,0.98,,
1.0,2.8786641,2.207,0.078,-0.078,8710.0,4.03981,-4.03981,12.863,0.793497,-0.793497,1297.0,6017.0,133.0,-133.0,1.35,0.08,-0.08
1.0,3.8186276,4.282,0.295,-0.295,3240.0,1.58294,-1.58294,11.3749,0.650895,-0.650895,1639.0,6090.0,126.9,-126.9,2.03,0.1,-0.1
1.0,5.6107737,6.3384834,0.1310371,-0.1310371,6651.6899169,167.96667,-167.96667,18.3701736,1.0335122,-1.0335122,1583.7517779,6013.5,210.8,-210.8,2.21327,0.111191,-0.111191
1.0,3.2633165,5.2814337,0.2987592,-0.2987592,5011.5725027,244.95656,-244.95656,15.0902486,1.2484235,-1.2484235,1912.7466985,6561.0,127.4,-127.4,2.08347,0.100789,-0.100789
1.0,4.5111234,4.525,0.041,-0.041,11170.0,0.216648,-0.216648,18.5483,0.961946,-0.961946,1599.0,6540.6,261.8,-261.8,1.71,0.09,-0.09
1.0,4.4352884,1.89,0.21,-0.21,6410.0,5.22977,-5.22977,11.2110231,1.5134789,-1.5134789,1365.1232387,6245.0,124.1,-124.1,1.38,0.07,-0.07
1.0,2.3506186,2.369,0.032,-0.032,15940.0,0.319376,-0.319376,12.801,0.662199,-0.662199,1361.0,5593.0,124.5,-124.5,0.97,0.05,-0.05
1.0,0.9466787,1.09,0.121,-0.121,16490.0,9.93893,-9.93893,14.6661,0.836152,-0.836152,1646.0,5707.0,135.9,-135.9,1.07,0.05,-0.05
0.0,1.13305,1.073,0.884,-0.884,100.0,3.35467,-3.35467,2.16887,0.435629,-0.435629,1536.0,5883.8,133.8,-133.8,2.1,0.1,-0.1
0.0,1.6563738,1.741,0.23,-0.23,246.0,14.2743,-14.2743,1.42047,0.0911265,-0.0911265,1566.0,5614.1,76.6,-76.6,1.02,0.05,-0.05
0.0,6.0988471,5.408818,0.2166711,-0.2166711,8857.7284148,558.46826,-558.46826,24.9943945,11.290005,-11.290005,1566.6261042,7023.2,108.8,-108.8,1.82219,0.0691734,-0.0691734
0.0,1.57363,2.558,0.151,-0.151,710.0,182.72,-182.72,7.59717,2.4985,-2.4985,3262.0,5342.5,239.4,-239.4,1.66,0.09,-0.09
0.0,10.8458712,3.379,0.223,-0.223,3120.0,222.468,-222.468,21.6846,4.33655,-4.33655,1516.0,6670.3,270.7,-270.7,2.56,0.13,-0.13
0.0,3.6473383,4.4572847,0.6478534,-0.6478534,162.7642577,12.695944,-12.695944,1.9083777,2.081486,-2.081486,1470.447248,5928.0,161.5,-161.5,1.47579,0.073995,-0.073995
1.0,2.0727598,2.619,0.388,-0.388,14761.0,345.413,-345.413,14.2954,0.701783,-0.701783,1708.0,5640.0,,,1.13,0.05,-0.05
0.0,6.89132,5.369,0.587,-0.587,5940.0,1.94454,-1.94454,11.3151,0.581361,-0.581361,1419.0,5488.0,84.4,-84.4,1.41,0.07,-0.07
0.0,0.6923563,0.803,0.101,-0.101,810.0,304.396,-304.396,10.6207,3.58922,-3.58922,3080.0,6422.1,205.8,-205.8,1.85,0.08,-0.08
0.0,16.3152,1.992,0.345,-0.345,2500.0,321.08,-321.08,2.23088,0.616582,-0.616582,630.0,3625.0,65.0,-65.0,0.31,0.01,-0.01
0.0,0.88958,1.844,0.276,-0.276,1240.0,3.24587,-3.24587,3.8492,0.281552,-0.281552,2273.0,5586.2,77.6,-77.6,1.11,0.05,-0.05
0.0,14.5187891,2.897,0.748,-0.748,429.0,40.3516,-40.3516,3.60283,0.277583,-0.277583,714.0,5844.8,50.4,-50.4,1.79,0.09,-0.09
0.0,3.2242808,4.3100077,0.4995604,-0.4995604,868.6214414,84.414024,-84.414024,8.5752112,1.4759883,-1.4759883,1222.3580538,4866.2,129.7,-129.7,2.62415,,
0.0,1.76447,2.749,0.331,-0.331,2640.0,0.633562,-0.633562,27.921,,,3207.0,8049.0,395.5,-395.5,5.08,,
0.0,12.6534664,4.0982077,0.022639,-0.022639,27095.439949,148.04051,-148.04051,20.5105778,1.0747972,-1.0747972,819.7441326,5394.6,115.6,-115.6,1.18915,0.0621106,-0.0621106
0.0,2.6855915,2.0491187,0.3399045,-0.3399045,488.2401788,47.81683,-47.81683,3.5729712,1.3209385,-1.3209385,1674.1918061,5796.0,107.5,-107.5,1.51715,0.176909,-0.176909
1.0,14.278122,8.6972718,0.2165437,-0.2165437,827.9264426,44.459335,-44.459335,8.3566078,0.8052116,-0.8052116,789.1468373,5105.0,181.0,-181.0,2.90324,,
0.0,3.217824,1.735,0.259,-0.259,1288.0,62.4203,-62.4203,5.84702,0.35263,-0.35263,1081.0,5418.0,169.6,-169.6,1.67,0.09,-0.09
0.0,2.8319354,3.21,0.391,-0.391,780.0,1.06792,-1.06792,4.18335,0.276048,-0.276048,1531.0,5408.7,62.5,-62.5,1.48,0.08,-0.08
0.0,17.0614756,3.384,0.341,-0.341,2730.0,55.776,-55.776,17.1048027,10.311735,-10.311735,1158.6125921,9184.7,290.3,-290.3,2.14183,,
0.0,6.0783344,4.8904528,0.0594321,-0.0594321,16168.288913,709.9779,-709.9779,16.9877965,2.356609,-2.356609,998.7280008,8719.5,297.6,-297.6,1.0,,
1.0,10.2150168,1.9683066,0.3884645,-0.3884645,994.1089045,86.780266,-86.780266,1.4777754,0.5843396,-0.5843396,420.9334696,3763.0,65.0,-65.0,0.447336,0.0133167,-0.0133167
0.0,9.27898,6.514,0.315,-0.315,9020.0,2.52091,-2.52091,15.0807,0.893189,-0.893189,1589.0,5898.8,138.4,-138.4,1.45,0.08,-0.08
0.0,6.1110945,4.2566318,0.6139594,-0.6139594,1098.152672,155.97885,-155.97885,5.873208,11.9655285,-11.9655285,1013.3467617,5725.0,235.6,-235.6,1.07235,0.0504698,-0.0504698
0.0,0.5646193,1.295,0.236,-0.236,510.0,0.803011,-0.803011,3.01498,0.181048,-0.181048,2674.0,6237.0,102.5,-102.5,1.3,0.06,-0.06
0.0,2.2818488,3.973,0.427,-0.427,1483.0,30.2245,-30.2245,7.2854,0.417761,-0.417761,1940.0,5368.0,124.8,-124.8,2.15,0.12,-0.12
1.0,104.8729635,6.554,0.174,-0.174,12183.0,167.187,-167.187,10.223,0.600463,-0.600463,358.0,5350.0,184.0,-184.0,0.88,0.05,-0.05
0.0,3.7899524,5.5268401,0.2040364,-0.2040364,4345.4373432,315.7013,-315.7013,11.7871267,6.0611277,-6.0611277,1263.4194534,5579.5,213.4,-213.4,1.10456,0.0517186,-0.0517186
0.0,6.6570835,5.285,0.129,-0.129,7164.0,59.8202,-59.8202,14.8934,0.684568,-0.684568,1336.0,5805.6,289.6,-289.6,1.73,0.08,-0.08
0.0,4.31224,2.704,0.27,-0.27,4990.0,1.84687,-1.84687,12.3576,0.582863,-0.582863,1414.0,,,,1.72,0.07,-0.07
0.0,3.9416903,2.537,0.047,-0.047,12840.0,7.0183,-7.0183,19.6321,1.01213,-1.01213,1722.0,6190.4,202.4,-202.4,1.48,0.07,-0.07
1.0,4.0337201,3.48,0.138,-0.138,2868.0,43.9533,-43.9533,11.5159,0.399353,-0.399353,1841.0,7369.0,219.0,-219.0,2.22,0.07,-0.07
0.0,7.72433,8.03,0.153,-0.153,7120.0,0.551711,-0.551711,20.0285,0.96118,-0.96118,1630.0,6249.4,386.5,-386.5,2.32,0.11,-0.11
0.0,1.10833,2.288,0.339,-0.339,1060.0,1.75155,-1.75155,4.58274,0.286178,-0.286178,2270.0,5972.0,208.3,-208.3,1.4,0.06,-0.06
1.0,8.1382222,3.2797025,0.0383776,-0.0383776,3852.0299874,95.07076,-95.07076,6.1757682,0.4727386,-0.4727386,836.7056912,5414.0,161.0,-161.0,0.951985,0.0705779,-0.0705779
